지역ID,맵,상위지역,지역명,기준,기준지역ID,몬스터1,원본좌표1,Y+10 좌표1,Y-10 좌표1,몬스터2,원본좌표2,Y+10 좌표2,Y-10 좌표2,몬스터3,원본좌표3,Y+10 좌표3,Y-10 좌표3
76,동부 왕국,슬픔의 늪,드레노어 성역,상위지역 경계 대체,8,네더가드 광부 (5996),"-10499.000, -3328.550, -4.555","-10499.000, -3318.550, -4.555","-10499.000, -3338.550, -4.555",네더가드 병사 (5999),"-10874.300, -3284.880, 88.425","-10874.300, -3274.880, 88.425","-10874.300, -3294.880, 88.425",늪지멀록 먹물쟁이 (750),"-10865.800, -3642.490, 13.737","-10865.800, -3632.490, 13.737","-10865.800, -3652.490, 13.737"
77,동부 왕국,던 모로,앤빌마,상위지역 경계 대체,1,덩치 큰 멧돼지 (1127),"-5660.910, -922.077, 412.427","-5660.910, -912.077, 412.427","-5660.910, -932.077, 412.427",멧돼지 (1125),"-5534.430, -632.649, 407.758","-5534.430, -622.649, 407.758","-5534.430, -642.649, 407.758",눈표범 (1201),"-5733.190, -576.408, 399.414","-5733.190, -566.408, 399.414","-5733.190, -586.408, 399.414"
80,동부 왕국,엘윈 숲,스톰윈드 산맥,상위지역 경계 대체,12,병든 늑대 (525),"-9222.780, -53.985, 73.610","-9222.780, -43.985, 73.610","-9222.780, -63.985, 73.610",돌가죽멧돼지 (524),"-9652.080, -306.250, 58.709","-9652.080, -296.250, 58.709","-9652.080, -316.250, 58.709",굶주린 늑대 (118),"-8941.040, -734.319, 70.435","-8941.040, -724.319, 70.435","-8941.040, -744.319, 70.435"
85,동부 왕국,,티리스팔 숲,지역 경계 직접,85,저주받은 암흑사냥개 (1548),"2334.720, 776.210, 33.650","2334.720, 786.210, 33.650","2334.720, 766.210, 33.650",그늘흡혈박쥐 (1554),"2035.300, 813.816, 34.843","2035.300, 823.816, 34.843","2035.300, 803.816, 34.843",거대한 그늘박쥐 (1553),"2340.460, 796.870, 35.299","2340.460, 806.870, 35.299","2340.460, 786.870, 35.299"
86,동부 왕국,엘윈 숲,돌무덤 호수,상위지역 경계 대체,12,병든 늑대 (525),"-9222.780, -53.985, 73.610","-9222.780, -43.985, 73.610","-9222.780, -63.985, 73.610",돌가죽멧돼지 (524),"-9652.080, -306.250, 58.709","-9652.080, -296.250, 58.709","-9652.080, -316.250, 58.709",굶주린 늑대 (118),"-8941.040, -734.319, 70.435","-8941.040, -724.319, 70.435","-8941.040, -744.319, 70.435"
87,동부 왕국,엘윈 숲,골드샤이어,상위지역 경계 대체,12,병든 늑대 (525),"-9222.780, -53.985, 73.610","-9222.780, -43.985, 73.610","-9222.780, -63.985, 73.610",돌가죽멧돼지 (524),"-9652.080, -306.250, 58.709","-9652.080, -296.250, 58.709","-9652.080, -316.250, 58.709",굶주린 늑대 (118),"-8941.040, -734.319, 70.435","-8941.040, -724.319, 70.435","-8941.040, -744.319, 70.435"
88,동부 왕국,엘윈 숲,동부 벌목지,상위지역 경계 대체,12,병든 늑대 (525),"-9222.780, -53.985, 73.610","-9222.780, -43.985, 73.610","-9222.780, -63.985, 73.610",돌가죽멧돼지 (524),"-9652.080, -306.250, 58.709","-9652.080, -296.250, 58.709","-9652.080, -316.250, 58.709",굶주린 늑대 (118),"-8941.040, -734.319, 70.435","-8941.040, -724.319, 70.435","-8941.040, -744.319, 70.435"
89,동부 왕국,엘윈 숲,거울 호수 과수원,상위지역 경계 대체,12,병든 늑대 (525),"-9222.780, -53.985, 73.610","-9222.780, -43.985, 73.610","-9222.780, -63.985, 73.610",돌가죽멧돼지 (524),"-9652.080, -306.250, 58.709","-9652.080, -296.250, 58.709","-9652.080, -316.250, 58.709",굶주린 늑대 (118),"-8941.040, -734.319, 70.435","-8941.040, -724.319, 70.435","-8941.040, -744.319, 70.435"
91,동부 왕국,엘윈 숲,아조라의 탑,상위지역 경계 대체,12,병든 늑대 (525),"-9222.780, -53.985, 73.610","-9222.780, -43.985, 73.610","-9222.780, -63.985, 73.610",돌가죽멧돼지 (524),"-9652.080, -306.250, 58.709","-9652.080, -296.250, 58.709","-9652.080, -316.250, 58.709",굶주린 늑대 (118),"-8941.040, -734.319, 70.435","-8941.040, -724.319, 70.435","-8941.040, -744.319, 70.435"
92,동부 왕국,엘윈 숲,거울 호수,상위지역 경계 대체,12,병든 늑대 (525),"-9222.780, -53.985, 73.610","-9222.780, -43.985, 73.610","-9222.780, -63.985, 73.610",돌가죽멧돼지 (524),"-9652.080, -306.250, 58.709","-9652.080, -296.250, 58.709","-9652.080, -316.250, 58.709",굶주린 늑대 (118),"-8941.040, -734.319, 70.435","-8941.040, -724.319, 70.435","-8941.040, -744.319, 70.435"
93,동부 왕국,그늘숲,벌골 오우거 소굴,상위지역 경계 대체,10,돌가죽멧돼지 (524),"-9926.910, -371.035, 27.431","-9926.910, -361.035, 27.431","-9926.910, -381.035, 27.431",파멸의어둠일족 암흑길잡이 (205),"-10530.900, -786.683, 57.438","-10530.900, -776.683, 57.438","-10530.900, -796.683, 57.438",새끼 검은과부거미 (930),"-10751.200, -172.226, 40.478","-10751.200, -162.226, 40.478","-10751.200, -182.226, 40.478"
94,동부 왕국,그늘숲,까마귀 언덕,상위지역 경계 대체,10,돌가죽멧돼지 (524),"-9926.910, -371.035, 27.431","-9926.910, -361.035, 27.431","-9926.910, -381.035, 27.431",파멸의어둠일족 암흑길잡이 (205),"-10530.900, -786.683, 57.438","-10530.900, -776.683, 57.438","-10530.900, -796.683, 57.438",새끼 검은과부거미 (930),"-10751.200, -172.226, 40.478","-10751.200, -162.226, 40.478","-10751.200, -182.226, 40.478"
95,동부 왕국,붉은마루 산맥,붉은마루 협곡,상위지역 경계 대체,44,붉은마루일족 전사 (446),"-8980.150, -2337.880, 132.631","-8980.150, -2327.880, 132.631","-8980.150, -2347.880, 132.631",새끼 검은용 (441),"-9166.640, -2518.350, 110.678","-9166.640, -2508.350, 110.678","-9166.640, -2528.350, 110.678",검은바위부족 길잡이 (485),"-9138.150, -2556.150, 116.649","-9138.150, -2546.150, 116.649","-9138.150, -2566.150, 116.649"
96,동부 왕국,붉은마루 산맥,일갈라의 탑,상위지역 경계 대체,44,붉은마루일족 전사 (446),"-8980.150, -2337.880, 132.631","-8980.150, -2327.880, 132.631","-8980.150, -2347.880, 132.631",새끼 검은용 (441),"-9166.640, -2518.350, 110.678","-9166.640, -2508.350, 110.678","-9166.640, -2528.350, 110.678",검은바위부족 길잡이 (485),"-9138.150, -2556.150, 116.649","-9138.150, -2546.150, 116.649","-9138.150, -2566.150, 116.649"
97,동부 왕국,붉은마루 산맥,앨더의 제재소,상위지역 경계 대체,44,붉은마루일족 전사 (446),"-8980.150, -2337.880, 132.631","-8980.150, -2327.880, 132.631","-8980.150, -2347.880, 132.631",새끼 검은용 (441),"-9166.640, -2518.350, 110.678","-9166.640, -2508.350, 110.678","-9166.640, -2528.350, 110.678",검은바위부족 길잡이 (485),"-9138.150, -2556.150, 116.649","-9138.150, -2546.150, 116.649","-9138.150, -2566.150, 116.649"
98,동부 왕국,붉은마루 산맥,레스밴 동굴,상위지역 경계 대체,44,붉은마루일족 전사 (446),"-8980.150, -2337.880, 132.631","-8980.150, -2327.880, 132.631","-8980.150, -2347.880, 132.631",새끼 검은용 (441),"-9166.640, -2518.350, 110.678","-9166.640, -2508.350, 110.678","-9166.640, -2528.350, 110.678",검은바위부족 길잡이 (485),"-9138.150, -2556.150, 116.649","-9138.150, -2546.150, 116.649","-9138.150, -2566.150, 116.649"
99,동부 왕국,가시덤불 골짜기,반란군 야영지,상위지역 경계 대체,33,술취한 투사 (15724),"-14258.600, 327.030, 26.364","-14258.600, 337.030, 26.364","-14258.600, 317.030, 26.364",무법항 투사 (4624),"-14258.600, 327.030, 26.427","-14258.600, 337.030, 26.427","-14258.600, 317.030, 26.427",가시덤불 암호랑이 (772),"-12907.700, -407.618, 12.128","-12907.700, -397.618, 12.128","-12907.700, -417.618, 12.128"
100,동부 왕국,가시덤불 골짜기,네싱워리 원정대,상위지역 경계 대체,33,술취한 투사 (15724),"-14258.600, 327.030, 26.364","-14258.600, 337.030, 26.364","-14258.600, 317.030, 26.364",무법항 투사 (4624),"-14258.600, 327.030, 26.427","-14258.600, 337.030, 26.427","-14258.600, 317.030, 26.427",가시덤불 암호랑이 (772),"-12907.700, -407.618, 12.128","-12907.700, -397.618, 12.128","-12907.700, -417.618, 12.128"
101,동부 왕국,가시덤불 골짜기,쿠르젠 주둔지,상위지역 경계 대체,33,술취한 투사 (15724),"-14258.600, 327.030, 26.364","-14258.600, 337.030, 26.364","-14258.600, 317.030, 26.364",무법항 투사 (4624),"-14258.600, 327.030, 26.427","-14258.600, 337.030, 26.427","-14258.600, 317.030, 26.427",가시덤불 암호랑이 (772),"-12907.700, -407.618, 12.128","-12907.700, -397.618, 12.128","-12907.700, -417.618, 12.128"
102,동부 왕국,가시덤불 골짜기,줄쿤다의 폐허,상위지역 경계 대체,33,술취한 투사 (15724),"-14258.600, 327.030, 26.364","-14258.600, 337.030, 26.364","-14258.600, 317.030, 26.364",무법항 투사 (4624),"-14258.600, 327.030, 26.427","-14258.600, 337.030, 26.427","-14258.600, 317.030, 26.427",가시덤불 암호랑이 (772),"-12907.700, -407.618, 12.128","-12907.700, -397.618, 12.128","-12907.700, -417.618, 12.128"
103,동부 왕국,가시덤불 골짜기,줄맘웨의 폐허,상위지역 경계 대체,33,술취한 투사 (15724),"-14258.600, 327.030, 26.364","-14258.600, 337.030, 26.364","-14258.600, 317.030, 26.364",무법항 투사 (4624),"-14258.600, 327.030, 26.427","-14258.600, 337.030, 26.427","-14258.600, 317.030, 26.427",가시덤불 암호랑이 (772),"-12907.700, -407.618, 12.128","-12907.700, -397.618, 12.128","-12907.700, -417.618, 12.128"
104,동부 왕국,가시덤불 골짜기,썩은내 산호초,상위지역 경계 대체,33,술취한 투사 (15724),"-14258.600, 327.030, 26.364","-14258.600, 337.030, 26.364","-14258.600, 317.030, 26.364",무법항 투사 (4624),"-14258.600, 327.030, 26.427","-14258.600, 337.030, 26.427","-14258.600, 317.030, 26.427",가시덤불 암호랑이 (772),"-12907.700, -407.618, 12.128","-12907.700, -397.618, 12.128","-12907.700, -417.618, 12.128"
105,동부 왕국,가시덤불 골짜기,모쉬오그 오우거 소굴,상위지역 경계 대체,33,술취한 투사 (15724),"-14258.600, 327.030, 26.364","-14258.600, 337.030, 26.364","-14258.600, 317.030, 26.364",무법항 투사 (4624),"-14258.600, 327.030, 26.427","-14258.600, 337.030, 26.427","-14258.600, 317.030, 26.427",가시덤불 암호랑이 (772),"-12907.700, -407.618, 12.128","-12907.700, -397.618, 12.128","-12907.700, -417.618, 12.128"
106,동부 왕국,가시덤불 골짜기,보급창,상위지역 경계 대체,33,술취한 투사 (15724),"-14258.600, 327.030, 26.364","-14258.600, 337.030, 26.364","-14258.600, 317.030, 26.364",무법항 투사 (4624),"-14258.600, 327.030, 26.427","-14258.600, 337.030, 26.427","-14258.600, 317.030, 26.427",가시덤불 암호랑이 (772),"-12907.700, -407.618, 12.128","-12907.700, -397.618, 12.128","-12907.700, -417.618, 12.128"
107,동부 왕국,서부 몰락지대,살딘 농장,상위지역 경계 대체,40,병든 늑대 (525),"-9707.640, 782.041, 31.745","-9707.640, 792.041, 31.745","-9707.640, 772.041, 31.745",뿔엄니멧돼지 (157),"-10627.600, 1326.260, 38.080","-10627.600, 1336.260, 38.080","-10627.600, 1316.260, 38.080",돌엄니멧돼지 (113),"-9929.220, 443.641, 34.594","-9929.220, 453.641, 34.594","-9929.220, 433.641, 34.594"
108,동부 왕국,서부 몰락지대,감시의 언덕,상위지역 경계 대체,40,병든 늑대 (525),"-9707.640, 782.041, 31.745","-9707.640, 792.041, 31.745","-9707.640, 772.041, 31.745",뿔엄니멧돼지 (157),"-10627.600, 1326.260, 38.080","-10627.600, 1336.260, 38.080","-10627.600, 1316.260, 38.080",돌엄니멧돼지 (113),"-9929.220, 443.641, 34.594","-9929.220, 453.641, 34.594","-9929.220, 433.641, 34.594"
109,동부 왕국,서부 몰락지대,펄브로우 호박밭,상위지역 경계 대체,40,병든 늑대 (525),"-9707.640, 782.041, 31.745","-9707.640, 792.041, 31.745","-9707.640, 772.041, 31.745",뿔엄니멧돼지 (157),"-10627.600, 1326.260, 38.080","-10627.600, 1336.260, 38.080","-10627.600, 1316.260, 38.080",돌엄니멧돼지 (113),"-9929.220, 443.641, 34.594","-9929.220, 453.641, 34.594","-9929.220, 433.641, 34.594"
111,동부 왕국,서부 몰락지대,장고로드 광산,상위지역 경계 대체,40,병든 늑대 (525),"-9707.640, 782.041, 31.745","-9707.640, 792.041, 31.745","-9707.640, 772.041, 31.745",뿔엄니멧돼지 (157),"-10627.600, 1326.260, 38.080","-10627.600, 1336.260, 38.080","-10627.600, 1316.260, 38.080",돌엄니멧돼지 (113),"-9929.220, 443.641, 34.594","-9929.220, 453.641, 34.594","-9929.220, 433.641, 34.594"
113,동부 왕국,서부 몰락지대,황금해안 채석장,상위지역 경계 대체,40,병든 늑대 (525),"-9707.640, 782.041, 31.745","-9707.640, 792.041, 31.745","-9707.640, 772.041, 31.745",뿔엄니멧돼지 (157),"-10627.600, 1326.260, 38.080","-10627.600, 1336.260, 38.080","-10627.600, 1316.260, 38.080",돌엄니멧돼지 (113),"-9929.220, 443.641, 34.594","-9929.220, 453.641, 34.594","-9929.220, 433.641, 34.594"
115,동부 왕국,서부 몰락지대,서부 몰락지대 등대,상위지역 경계 대체,40,병든 늑대 (525),"-9707.640, 782.041, 31.745","-9707.640, 792.041, 31.745","-9707.640, 772.041, 31.745",뿔엄니멧돼지 (157),"-10627.600, 1326.260, 38.080","-10627.600, 1336.260, 38.080","-10627.600, 1316.260, 38.080",돌엄니멧돼지 (113),"-9929.220, 443.641, 34.594","-9929.220, 453.641, 34.594","-9929.220, 433.641, 34.594"
116,동부 왕국,슬픔의 늪,안개 골짜기,상위지역 경계 대체,8,네더가드 광부 (5996),"-10499.000, -3328.550, -4.555","-10499.000, -3318.550, -4.555","-10499.000, -3338.550, -4.555",네더가드 병사 (5999),"-10874.300, -3284.880, 88.425","-10874.300, -3274.880, 88.425","-10874.300, -3294.880, 88.425",늪지멀록 먹물쟁이 (750),"-10865.800, -3642.490, 13.737","-10865.800, -3632.490, 13.737","-10865.800, -3652.490, 13.737"
117,동부 왕국,가시덤불 골짜기,그롬골 주둔지,상위지역 경계 대체,33,술취한 투사 (15724),"-14258.600, 327.030, 26.364","-14258.600, 337.030, 26.364","-14258.600, 317.030, 26.364",무법항 투사 (4624),"-14258.600, 327.030, 26.427","-14258.600, 337.030, 26.427","-14258.600, 317.030, 26.427",가시덤불 암호랑이 (772),"-12907.700, -407.618, 12.128","-12907.700, -397.618, 12.128","-12907.700, -417.618, 12.128"
118,동부 왕국,저습지,웰가르의 발굴현장,상위지역 경계 대체,11,새끼 습지악어 (1417),"-3406.250, -2668.750, 6.533","-3406.250, -2658.750, 6.533","-3406.250, -2678.750, 6.533",용아귀부족 약탈자 (1034),"-3482.190, -2451.440, 46.543","-3482.190, -2441.440, 46.543","-3482.190, -2461.440, 46.543",습지악어 (1400),"-3162.970, -2301.090, 7.082","-3162.970, -2291.090, 7.082","-3162.970, -2311.090, 7.082"
120,동부 왕국,엘윈 숲,서부 주둔지,상위지역 경계 대체,12,병든 늑대 (525),"-9222.780, -53.985, 73.610","-9222.780, -43.985, 73.610","-9222.780, -63.985, 73.610",돌가죽멧돼지 (524),"-9652.080, -306.250, 58.709","-9652.080, -296.250, 58.709","-9652.080, -316.250, 58.709",굶주린 늑대 (118),"-8941.040, -734.319, 70.435","-8941.040, -724.319, 70.435","-8941.040, -744.319, 70.435"
121,동부 왕국,그늘숲,고요의 정원 묘지,상위지역 경계 대체,10,돌가죽멧돼지 (524),"-9926.910, -371.035, 27.431","-9926.910, -361.035, 27.431","-9926.910, -381.035, 27.431",파멸의어둠일족 암흑길잡이 (205),"-10530.900, -786.683, 57.438","-10530.900, -776.683, 57.438","-10530.900, -796.683, 57.438",새끼 검은과부거미 (930),"-10751.200, -172.226, 40.478","-10751.200, -162.226, 40.478","-10751.200, -182.226, 40.478"
122,동부 왕국,가시덤불 골짜기,줄다이아 폐허,상위지역 경계 대체,33,술취한 투사 (15724),"-14258.600, 327.030, 26.364","-14258.600, 337.030, 26.364","-14258.600, 317.030, 26.364",무법항 투사 (4624),"-14258.600, 327.030, 26.427","-14258.600, 337.030, 26.427","-14258.600, 317.030, 26.427",가시덤불 암호랑이 (772),"-12907.700, -407.618, 12.128","-12907.700, -397.618, 12.128","-12907.700, -417.618, 12.128"
123,동부 왕국,가시덤불 골짜기,발랄 폐허,상위지역 경계 대체,33,술취한 투사 (15724),"-14258.600, 327.030, 26.364","-14258.600, 337.030, 26.364","-14258.600, 317.030, 26.364",무법항 투사 (4624),"-14258.600, 327.030, 26.427","-14258.600, 337.030, 26.427","-14258.600, 317.030, 26.427",가시덤불 암호랑이 (772),"-12907.700, -407.618, 12.128","-12907.700, -397.618, 12.128","-12907.700, -417.618, 12.128"
125,동부 왕국,가시덤불 골짜기,칼아이 폐허,상위지역 경계 대체,33,술취한 투사 (15724),"-14258.600, 327.030, 26.364","-14258.600, 337.030, 26.364","-14258.600, 317.030, 26.364",무법항 투사 (4624),"-14258.600, 327.030, 26.427","-14258.600, 337.030, 26.427","-14258.600, 317.030, 26.427",가시덤불 암호랑이 (772),"-12907.700, -407.618, 12.128","-12907.700, -397.618, 12.128","-12907.700, -417.618, 12.128"
126,동부 왕국,가시덤불 골짜기,트카시 폐허,상위지역 경계 대체,33,술취한 투사 (15724),"-14258.600, 327.030, 26.364","-14258.600, 337.030, 26.364","-14258.600, 317.030, 26.364",무법항 투사 (4624),"-14258.600, 327.030, 26.427","-14258.600, 337.030, 26.427","-14258.600, 317.030, 26.427",가시덤불 암호랑이 (772),"-12907.700, -407.618, 12.128","-12907.700, -397.618, 12.128","-12907.700, -417.618, 12.128"
127,동부 왕국,가시덤불 골짜기,발리아마 폐허,상위지역 경계 대체,33,술취한 투사 (15724),"-14258.600, 327.030, 26.364","-14258.600, 337.030, 26.364","-14258.600, 317.030, 26.364",무법항 투사 (4624),"-14258.600, 327.030, 26.427","-14258.600, 337.030, 26.427","-14258.600, 317.030, 26.427",가시덤불 암호랑이 (772),"-12907.700, -407.618, 12.128","-12907.700, -397.618, 12.128","-12907.700, -417.618, 12.128"
128,동부 왕국,가시덤불 골짜기,지아타자이 폐허,상위지역 경계 대체,33,술취한 투사 (15724),"-14258.600, 327.030, 26.364","-14258.600, 337.030, 26.364","-14258.600, 317.030, 26.364",무법항 투사 (4624),"-14258.600, 327.030, 26.427","-14258.600, 337.030, 26.427","-14258.600, 317.030, 26.427",가시덤불 암호랑이 (772),"-12907.700, -407.618, 12.128","-12907.700, -397.618, 12.128","-12907.700, -417.618, 12.128"
129,동부 왕국,가시덤불 골짜기,미즈자 폐허,상위지역 경계 대체,33,술취한 투사 (15724),"-14258.600, 327.030, 26.364","-14258.600, 337.030, 26.364","-14258.600, 317.030, 26.364",무법항 투사 (4624),"-14258.600, 327.030, 26.427","-14258.600, 337.030, 26.427","-14258.600, 317.030, 26.427",가시덤불 암호랑이 (772),"-12907.700, -407.618, 12.128","-12907.700, -397.618, 12.128","-12907.700, -417.618, 12.128"
130,동부 왕국,,은빛소나무 숲,지역 경계 직접,130,거대한 이끼거미 (2349),"-24.688, 375.408, 51.507","-24.688, 385.408, 51.507","-24.688, 365.408, 51.507",덩치 큰 회색곰 (2356),"-53.883, 351.264, 62.596","-53.883, 361.264, 62.596","-53.883, 341.264, 62.596",썩은지느러미멀록 술사 (1909),"456.141, 741.376, 38.490","456.141, 751.376, 38.490","456.141, 731.376, 38.490"
131,동부 왕국,던 모로,카라노스,상위지역 경계 대체,1,덩치 큰 멧돼지 (1127),"-5660.910, -922.077, 412.427","-5660.910, -912.077, 412.427","-5660.910, -932.077, 412.427",멧돼지 (1125),"-5534.430, -632.649, 407.758","-5534.430, -622.649, 407.758","-5534.430, -642.649, 407.758",눈표범 (1201),"-5733.190, -576.408, 399.414","-5733.190, -566.408, 399.414","-5733.190, -586.408, 399.414"
