지역ID,맵ID,맵,상위지역ID,상위지역,지역명,매칭상태,좌표기준지역ID,대상구분,GUID,Entry,대상이름,X,Y,Z
227,0,동부 왕국,130,은빛소나무 숲,발간 농장,상위지역 좌표경계 대체,130,몬스터,19181,1769,달의분노일족 백발전사,328.962,1318.76,78.1197
228,0,동부 왕국,130,은빛소나무 숲,공동묘지,상위지역 좌표경계 대체,130,몬스터,19181,1769,달의분노일족 백발전사,328.962,1318.76,78.1197
229,0,동부 왕국,130,은빛소나무 숲,올슨 농장,상위지역 좌표경계 대체,130,몬스터,19181,1769,달의분노일족 백발전사,328.962,1318.76,78.1197
230,0,동부 왕국,130,은빛소나무 숲,그레이메인 성벽,상위지역 좌표경계 대체,130,몬스터,19181,1769,달의분노일족 백발전사,328.962,1318.76,78.1197
231,0,동부 왕국,130,은빛소나무 숲,베렌의 동굴,상위지역 좌표경계 대체,130,몬스터,19181,1769,달의분노일족 백발전사,328.962,1318.76,78.1197
232,0,동부 왕국,130,은빛소나무 숲,여명의 섬,상위지역 좌표경계 대체,130,몬스터,19181,1769,달의분노일족 백발전사,328.962,1318.76,78.1197
233,0,동부 왕국,130,은빛소나무 숲,앰버밀,상위지역 좌표경계 대체,130,몬스터,19181,1769,달의분노일족 백발전사,328.962,1318.76,78.1197
235,0,동부 왕국,130,은빛소나무 숲,펜리스 요새,상위지역 좌표경계 대체,130,몬스터,19181,1769,달의분노일족 백발전사,328.962,1318.76,78.1197
236,0,동부 왕국,130,은빛소나무 숲,그림자송곳니 성채,상위지역 좌표경계 대체,130,몬스터,19181,1769,달의분노일족 백발전사,328.962,1318.76,78.1197
237,0,동부 왕국,130,은빛소나무 숲,오래된 나루터,상위지역 좌표경계 대체,130,몬스터,19181,1769,달의분노일족 백발전사,328.962,1318.76,78.1197
238,0,동부 왕국,130,은빛소나무 숲,말덴의 과수원,상위지역 좌표경계 대체,130,몬스터,19181,1769,달의분노일족 백발전사,328.962,1318.76,78.1197
239,0,동부 왕국,130,은빛소나무 숲,이바르 호박밭,상위지역 좌표경계 대체,130,몬스터,19181,1769,달의분노일족 백발전사,328.962,1318.76,78.1197
240,0,동부 왕국,130,은빛소나무 숲,죽음의 농장,상위지역 좌표경계 대체,130,몬스터,19181,1769,달의분노일족 백발전사,328.962,1318.76,78.1197
241,0,동부 왕국,10,그늘숲,오염된 과수원,상위지역 좌표경계 대체,10,몬스터,6045,1258,우두머리 검은약탈자늑대,-10806.4,-538.414,38.4045
242,0,동부 왕국,10,그늘숲,밝은숲,상위지역 좌표경계 대체,10,몬스터,6045,1258,우두머리 검은약탈자늑대,-10806.4,-538.414,38.4045
243,0,동부 왕국,10,그늘숲,버려진 흉가,상위지역 좌표경계 대체,10,몬스터,6045,1258,우두머리 검은약탈자늑대,-10806.4,-538.414,38.4045
244,0,동부 왕국,10,그늘숲,휘플가 저택,상위지역 좌표경계 대체,10,몬스터,6045,1258,우두머리 검은약탈자늑대,-10806.4,-538.414,38.4045
245,0,동부 왕국,10,그늘숲,요르겐 농장,상위지역 좌표경계 대체,10,몬스터,6045,1258,우두머리 검은약탈자늑대,-10806.4,-538.414,38.4045
246,0,동부 왕국,51,이글거리는 협곡,용광로,상위지역 좌표경계 대체,51,몬스터,5731,5855,용암 정령,-6864.68,-1431.31,160.301
247,0,동부 왕국,51,이글거리는 협곡,검댕가루 발굴현장,상위지역 좌표경계 대체,51,몬스터,5731,5855,용암 정령,-6864.68,-1431.31,160.301
249,0,동부 왕국,46,불타는 평원,우레망치 바위굴,상위지역 좌표경계 대체,46,몬스터,5404,9700,용암게,-8018.15,-1774.78,130.105
250,0,동부 왕국,46,불타는 평원,타우릿산의 폐허,상위지역 좌표경계 대체,46,몬스터,5404,9700,용암게,-8018.15,-1774.78,130.105
251,0,동부 왕국,46,불타는 평원,화염 마루,상위지역 좌표경계 대체,46,몬스터,5404,9700,용암게,-8018.15,-1774.78,130.105
252,0,동부 왕국,46,불타는 평원,검은바위 요새,상위지역 좌표경계 대체,46,몬스터,5404,9700,용암게,-8018.15,-1774.78,130.105
253,0,동부 왕국,46,불타는 평원,잿빛 기둥,상위지역 좌표경계 대체,46,몬스터,5404,9700,용암게,-8018.15,-1774.78,130.105
254,0,동부 왕국,46,불타는 평원,검은바위 산,상위지역 좌표경계 대체,46,몬스터,5404,9700,용암게,-8018.15,-1774.78,130.105
255,0,동부 왕국,46,불타는 평원,폭풍의 제단,상위지역 좌표경계 대체,46,몬스터,5404,9700,용암게,-8018.15,-1774.78,130.105
256,1,칼림도어,141,텔드랏실,알드랏실,상위지역 zoneId 대체,141,몬스터,12596,7319,여왕거미 사스라,10979.6,1366.13,1328.87
257,1,칼림도어,141,텔드랏실,그늘 거미굴,상위지역 zoneId 대체,141,몬스터,12596,7319,여왕거미 사스라,10979.6,1366.13,1328.87
258,1,칼림도어,141,텔드랏실,악마 바위굴,상위지역 zoneId 대체,141,몬스터,12596,7319,여왕거미 사스라,10979.6,1366.13,1328.87
259,1,칼림도어,141,텔드랏실,알아메스 호수,상위지역 zoneId 대체,141,몬스터,12596,7319,여왕거미 사스라,10979.6,1366.13,1328.87
260,1,칼림도어,141,텔드랏실,별바람 마을,상위지역 zoneId 대체,141,몬스터,12596,7319,여왕거미 사스라,10979.6,1366.13,1328.87
261,1,칼림도어,141,텔드랏실,나무옹이 요새,상위지역 zoneId 대체,141,몬스터,12596,7319,여왕거미 사스라,10979.6,1366.13,1328.87
262,1,칼림도어,141,텔드랏실,바네실 지하굴,상위지역 zoneId 대체,141,몬스터,12596,7319,여왕거미 사스라,10979.6,1366.13,1328.87
263,1,칼림도어,141,텔드랏실,바위 동굴,상위지역 zoneId 대체,141,몬스터,12596,7319,여왕거미 사스라,10979.6,1366.13,1328.87
264,1,칼림도어,141,텔드랏실,신탁의 숲,상위지역 zoneId 대체,141,몬스터,12596,7319,여왕거미 사스라,10979.6,1366.13,1328.87
265,1,칼림도어,141,텔드랏실,생명의 강,상위지역 zoneId 대체,141,몬스터,12596,7319,여왕거미 사스라,10979.6,1366.13,1328.87
266,1,칼림도어,141,텔드랏실,생명의 호수,상위지역 zoneId 대체,141,몬스터,12596,7319,여왕거미 사스라,10979.6,1366.13,1328.87
267,0,동부 왕국,0,,힐스브래드 구릉지,직접 zoneId,267,NPC,14896,620,닭,-816.161,-616.04,13.8808
269,0,동부 왕국,0,,던 알가즈,좌표 없음,,,,,,,,
271,0,동부 왕국,267,힐스브래드 구릉지,사우스쇼어,직접 areaId,271,NPC,14896,620,닭,-816.161,-616.04,13.8808
272,0,동부 왕국,267,힐스브래드 구릉지,타렌 밀농장,상위지역 zoneId 대체,267,NPC,14896,620,닭,-816.161,-616.04,13.8808
275,0,동부 왕국,267,힐스브래드 구릉지,던홀드 요새,상위지역 zoneId 대체,267,NPC,14896,620,닭,-816.161,-616.04,13.8808
276,0,동부 왕국,0,,돌다지 고개 미사용,좌표 없음,,,,,,,,
277,0,동부 왕국,36,알터랙 산맥,구릉지 동굴,상위지역 좌표경계 대체,36,몬스터,16994,2252,산사태 오우거,515.574,-620.737,170.678
278,0,동부 왕국,36,알터랙 산맥,로다미어 포로수용소,상위지역 좌표경계 대체,36,몬스터,16994,2252,산사태 오우거,515.574,-620.737,170.678
279,0,동부 왕국,36,알터랙 산맥,달라란 구덩이,상위지역 좌표경계 대체,36,몬스터,16994,2252,산사태 오우거,515.574,-620.737,170.678
280,0,동부 왕국,36,알터랙 산맥,스트란브래드,상위지역 좌표경계 대체,36,몬스터,16994,2252,산사태 오우거,515.574,-620.737,170.678
281,0,동부 왕국,36,알터랙 산맥,알터랙 폐허,상위지역 좌표경계 대체,36,몬스터,16994,2252,산사태 오우거,515.574,-620.737,170.678
282,0,동부 왕국,36,알터랙 산맥,산사태 오우거 소굴,상위지역 좌표경계 대체,36,몬스터,16994,2252,산사태 오우거,515.574,-620.737,170.678
283,0,동부 왕국,36,알터랙 산맥,살육의 동굴,상위지역 좌표경계 대체,36,몬스터,16994,2252,산사태 오우거,515.574,-620.737,170.678
284,0,동부 왕국,36,알터랙 산맥,고원,상위지역 좌표경계 대체,36,몬스터,16994,2252,산사태 오우거,515.574,-620.737,170.678
285,0,동부 왕국,267,힐스브래드 구릉지,남부 경비탑,상위지역 zoneId 대체,267,NPC,14896,620,닭,-816.161,-616.04,13.8808
286,0,동부 왕국,267,힐스브래드 구릉지,힐스브래드 농장,상위지역 zoneId 대체,267,NPC,14896,620,닭,-816.161,-616.04,13.8808
287,0,동부 왕국,267,힐스브래드 구릉지,힐스브래드,상위지역 zoneId 대체,267,NPC,14896,620,닭,-816.161,-616.04,13.8808
288,0,동부 왕국,267,힐스브래드 구릉지,청금석 광산,상위지역 zoneId 대체,267,NPC,14896,620,닭,-816.161,-616.04,13.8808
289,0,동부 왕국,267,힐스브래드 구릉지,네산더 농장,상위지역 zoneId 대체,267,NPC,14896,620,닭,-816.161,-616.04,13.8808
290,0,동부 왕국,267,힐스브래드 구릉지,던 가록,상위지역 zoneId 대체,267,NPC,14896,620,닭,-816.161,-616.04,13.8808
293,0,동부 왕국,0,,소라딘의 성벽,좌표 없음,,,,,,,,
294,0,동부 왕국,267,힐스브래드 구릉지,동부 해안,상위지역 zoneId 대체,267,NPC,14896,620,닭,-816.161,-616.04,13.8808
295,0,동부 왕국,267,힐스브래드 구릉지,서부 해안,상위지역 zoneId 대체,267,NPC,14896,620,닭,-816.161,-616.04,13.8808
296,0,동부 왕국,0,,남쪽 바다 미사용,좌표 없음,,,,,,,,
297,0,동부 왕국,33,가시덤불 골짜기,자구에로 섬,상위지역 좌표경계 대체,33,몬스터,833,783,백골가루부족 광전사,-13054.5,-843.752,71.3439
298,0,동부 왕국,11,저습지,바라딘 만,상위지역 좌표경계 대체,11,몬스터,10768,1057,용아귀부족 해골감시자,-3553.23,-2448.85,51.7919
299,0,동부 왕국,11,저습지,메네실 만,상위지역 좌표경계 대체,11,몬스터,10768,1057,용아귀부족 해골감시자,-3553.23,-2448.85,51.7919
300,0,동부 왕국,8,슬픔의 늪,안개갈대 해안,상위지역 좌표경계 대체,8,몬스터,34153,865,스토나드 길잡이,-10383.4,-3373.6,22.8654
301,0,동부 왕국,33,가시덤불 골짜기,폭풍 해안,상위지역 좌표경계 대체,33,몬스터,833,783,백골가루부족 광전사,-13054.5,-843.752,71.3439
302,0,동부 왕국,33,가시덤불 골짜기,수정 해안,상위지역 좌표경계 대체,33,몬스터,833,783,백골가루부족 광전사,-13054.5,-843.752,71.3439
303,0,동부 왕국,33,가시덤불 골짜기,조개껍질 해안,상위지역 좌표경계 대체,33,몬스터,833,783,백골가루부족 광전사,-13054.5,-843.752,71.3439
305,0,동부 왕국,130,은빛소나무 숲,북부 해안가,상위지역 좌표경계 대체,130,몬스터,19181,1769,달의분노일족 백발전사,328.962,1318.76,78.1197
306,0,동부 왕국,130,은빛소나무 숲,남부 해안가,상위지역 좌표경계 대체,130,몬스터,19181,1769,달의분노일족 백발전사,328.962,1318.76,78.1197
307,0,동부 왕국,47,동부 내륙지,전망대 절벽,상위지역 좌표경계 대체,47,몬스터,93154,2656,비취 수액괴물,155.866,-3503.29,125.227
308,0,동부 왕국,0,,성난 바다,좌표 없음,,,,,,,,
309,0,동부 왕국,11,저습지,아이언비어드의 고분,상위지역 좌표경계 대체,11,몬스터,10768,1057,용아귀부족 해골감시자,-3553.23,-2448.85,51.7919
310,0,동부 왕국,33,가시덤불 골짜기,수정 광산,상위지역 좌표경계 대체,33,몬스터,833,783,백골가루부족 광전사,-13054.5,-843.752,71.3439
311,0,동부 왕국,33,가시덤불 골짜기,아보라즈의 폐허,상위지역 좌표경계 대체,33,몬스터,833,783,백골가루부족 광전사,-13054.5,-843.752,71.3439
312,0,동부 왕국,33,가시덤불 골짜기,자네이로 섬,상위지역 좌표경계 대체,33,몬스터,833,783,백골가루부족 광전사,-13054.5,-843.752,71.3439
313,0,동부 왕국,45,아라시 고원,북부습곡 장원,상위지역 좌표경계 대체,45,몬스터,14531,2762,떠도는 천둥 정령,-1353.3,-2680.84,69.1467
314,0,동부 왕국,45,아라시 고원,고셰크 농장,상위지역 좌표경계 대체,45,몬스터,14531,2762,떠도는 천둥 정령,-1353.3,-2680.84,69.1467
315,0,동부 왕국,45,아라시 고원,다비리 농장,상위지역 좌표경계 대체,45,몬스터,14531,2762,떠도는 천둥 정령,-1353.3,-2680.84,69.1467
316,0,동부 왕국,45,아라시 고원,돌주먹일족 소굴,상위지역 좌표경계 대체,45,몬스터,14531,2762,떠도는 천둥 정령,-1353.3,-2680.84,69.1467
317,0,동부 왕국,45,아라시 고원,마른나무껍질 마을,상위지역 좌표경계 대체,45,몬스터,14531,2762,떠도는 천둥 정령,-1353.3,-2680.84,69.1467
318,0,동부 왕국,45,아라시 고원,마른수염 골짜기,상위지역 좌표경계 대체,45,몬스터,14531,2762,떠도는 천둥 정령,-1353.3,-2680.84,69.1467
320,0,동부 왕국,45,아라시 고원,임시 주둔지,상위지역 좌표경계 대체,45,몬스터,14531,2762,떠도는 천둥 정령,-1353.3,-2680.84,69.1467
321,0,동부 왕국,45,아라시 고원,해머폴,상위지역 좌표경계 대체,45,몬스터,14531,2762,떠도는 천둥 정령,-1353.3,-2680.84,69.1467
322,0,동부 왕국,45,아라시 고원,검은바다 난파지,상위지역 좌표경계 대체,45,몬스터,14531,2762,떠도는 천둥 정령,-1353.3,-2680.84,69.1467
323,0,동부 왕국,45,아라시 고원,오브린의 야영지,상위지역 좌표경계 대체,45,몬스터,14531,2762,떠도는 천둥 정령,-1353.3,-2680.84,69.1467
324,0,동부 왕국,45,아라시 고원,스트롬가드 요새,상위지역 좌표경계 대체,45,몬스터,14531,2762,떠도는 천둥 정령,-1353.3,-2680.84,69.1467
325,0,동부 왕국,45,아라시 고원,아라소르의 탑,상위지역 좌표경계 대체,45,몬스터,14531,2762,떠도는 천둥 정령,-1353.3,-2680.84,69.1467
326,0,동부 왕국,45,아라시 고원,성소,상위지역 좌표경계 대체,45,몬스터,14531,2762,떠도는 천둥 정령,-1353.3,-2680.84,69.1467
327,0,동부 왕국,45,아라시 고원,팔디르의 만,상위지역 좌표경계 대체,45,몬스터,14531,2762,떠도는 천둥 정령,-1353.3,-2680.84,69.1467
328,0,동부 왕국,45,아라시 고원,가라앉은 산호초,상위지역 좌표경계 대체,45,몬스터,14531,2762,떠도는 천둥 정령,-1353.3,-2680.84,69.1467
330,0,동부 왕국,0,,탄돌 교각,좌표 없음,,,,,,,,
331,1,칼림도어,0,,잿빛 골짜기,직접 zoneId,331,몬스터,32884,10644,긴울음 안개늑대,3528.78,628.189,9.04502
332,1,칼림도어,0,,대해,좌표 없음,,,,,,,,
333,0,동부 왕국,45,아라시 고원,동쪽 봉인의 마법진,상위지역 좌표경계 대체,45,몬스터,14531,2762,떠도는 천둥 정령,-1353.3,-2680.84,69.1467
334,0,동부 왕국,45,아라시 고원,서쪽 봉인의 마법진,상위지역 좌표경계 대체,45,몬스터,14531,2762,떠도는 천둥 정령,-1353.3,-2680.84,69.1467
335,0,동부 왕국,45,아라시 고원,내부 봉인의 마법진,상위지역 좌표경계 대체,45,몬스터,14531,2762,떠도는 천둥 정령,-1353.3,-2680.84,69.1467
336,0,동부 왕국,45,아라시 고원,외부 봉인의 마법진,상위지역 좌표경계 대체,45,몬스터,14531,2762,떠도는 천둥 정령,-1353.3,-2680.84,69.1467
337,0,동부 왕국,3,황야의 땅,아포크리판의 안식처,상위지역 좌표경계 대체,3,몬스터,7002,2727,바위산코요테,-6733.6,-3353.22,241.758
338,0,동부 왕국,3,황야의 땅,고통의 요새,상위지역 좌표경계 대체,3,몬스터,7002,2727,바위산코요테,-6733.6,-3353.22,241.758
339,0,동부 왕국,3,황야의 땅,레슬로 협곡,상위지역 좌표경계 대체,3,몬스터,7002,2727,바위산코요테,-6733.6,-3353.22,241.758
340,0,동부 왕국,3,황야의 땅,카르가스,상위지역 좌표경계 대체,3,몬스터,7002,2727,바위산코요테,-6733.6,-3353.22,241.758
341,0,동부 왕국,3,황야의 땅,코쉬 야영지,상위지역 좌표경계 대체,3,몬스터,7002,2727,바위산코요테,-6733.6,-3353.22,241.758
342,0,동부 왕국,3,황야의 땅,보프 야영지,상위지역 좌표경계 대체,3,몬스터,7002,2727,바위산코요테,-6733.6,-3353.22,241.758
343,0,동부 왕국,3,황야의 땅,우르그 야영지,상위지역 좌표경계 대체,3,몬스터,7002,2727,바위산코요테,-6733.6,-3353.22,241.758
344,0,동부 왕국,3,황야의 땅,카그 야영지,상위지역 좌표경계 대체,3,몬스터,7002,2727,바위산코요테,-6733.6,-3353.22,241.758
345,0,동부 왕국,3,황야의 땅,아그몬드의 최후,상위지역 좌표경계 대체,3,몬스터,7002,2727,바위산코요테,-6733.6,-3353.22,241.758
346,0,동부 왕국,3,황야의 땅,해머토의 발굴현장,상위지역 좌표경계 대체,3,몬스터,7002,2727,바위산코요테,-6733.6,-3353.22,241.758
347,0,동부 왕국,3,황야의 땅,먼지목도리 소굴,상위지역 좌표경계 대체,3,몬스터,7002,2727,바위산코요테,-6733.6,-3353.22,241.758
348,0,동부 왕국,47,동부 내륙지,맹금의 봉우리,상위지역 좌표경계 대체,47,몬스터,93154,2656,비취 수액괴물,155.866,-3503.29,125.227
349,0,동부 왕국,47,동부 내륙지,와일드해머 요새,상위지역 좌표경계 대체,47,몬스터,93154,2656,비취 수액괴물,155.866,-3503.29,125.227
350,0,동부 왕국,47,동부 내륙지,쿠엘다닐 오두막,상위지역 좌표경계 대체,47,몬스터,93154,2656,비취 수액괴물,155.866,-3503.29,125.227
351,0,동부 왕국,47,동부 내륙지,굼벵이 바위굴,상위지역 좌표경계 대체,47,몬스터,93154,2656,비취 수액괴물,155.866,-3503.29,125.227
352,0,동부 왕국,47,동부 내륙지,준와타,상위지역 좌표경계 대체,47,몬스터,93154,2656,비취 수액괴물,155.866,-3503.29,125.227
353,0,동부 왕국,47,동부 내륙지,샤드라알로,상위지역 좌표경계 대체,47,몬스터,93154,2656,비취 수액괴물,155.866,-3503.29,125.227
354,0,동부 왕국,47,동부 내륙지,진타알로,상위지역 좌표경계 대체,47,몬스터,93154,2656,비취 수액괴물,155.866,-3503.29,125.227
355,0,동부 왕국,47,동부 내륙지,줄의 제단,상위지역 좌표경계 대체,47,몬스터,93154,2656,비취 수액괴물,155.866,-3503.29,125.227
356,0,동부 왕국,47,동부 내륙지,세라데인,상위지역 좌표경계 대체,47,몬스터,93154,2656,비취 수액괴물,155.866,-3503.29,125.227
