long,long,long,long,flags,long,long,long,long,long,long,long,long,long,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,long,long,long,long,long,long,
191,0,3,0,0x0,0,0,0,0,0,0,7593,0,0,,"야수 사냥 +8",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
192,0,3,0,0x0,0,0,0,0,0,0,7594,0,0,,"야수 사냥 +10",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
193,0,3,0,0x0,0,0,0,0,0,0,7595,0,0,,"야수 사냥 +12",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
194,0,3,0,0x0,0,0,0,0,0,0,7596,0,0,,"야수 사냥 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
195,0,5,0,0x0,14,0,0,14,0,0,32,0,0,,"치명타 및 주문 극대화 적중도 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
196,0,5,0,0x0,28,0,0,28,0,0,32,0,0,,"치명타 및 주문 극대화 적중도 +28",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
197,0,5,0,0x0,42,0,0,42,0,0,32,0,0,,"치명타 및 주문 극대화 적중도 +42",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
198,0,5,0,0x0,56,0,0,56,0,0,32,0,0,,"치명타 및 주문 극대화 적중도 +56",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
199,0,3,0,0x0,0,0,0,0,0,0,7601,0,0,,"공격받을 시 10% 확률: 어둠의 화살 (피해 10)",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
200,0,3,0,0x0,0,0,0,0,0,0,7614,0,0,,"공격받을 시 10% 확률: 어둠의 화살 (피해 20)",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
201,0,3,0,0x0,0,0,0,0,0,0,7615,0,0,,"공격받을 시 10% 확률: 어둠의 화살 (피해 30)",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
202,0,3,0,0x0,0,0,0,0,0,0,7616,0,0,,"공격받을 시 10% 확률: 어둠의 화살 (피해 40)",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
203,0,3,0,0x0,0,0,0,0,0,0,7617,0,0,,"공격받을 시 10% 확률: 어둠의 화살 (피해 50)",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
204,0,3,0,0x0,0,0,0,0,0,0,7618,0,0,,"공격받을 시 10% 확률: 어둠의 화살 (피해 60)",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
205,0,3,0,0x0,0,0,0,0,0,0,7619,0,0,,"공격받을 시 10% 확률: 어둠의 화살 (피해 70)",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
206,0,5,0,0x0,1,0,0,1,0,0,45,0,0,,"주문력 +1",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
207,0,5,0,0x0,2,0,0,2,0,0,45,0,0,,"주문력 +2",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
208,0,5,0,0x0,4,0,0,4,0,0,45,0,0,,"주문력 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
209,0,5,0,0x0,5,0,0,5,0,0,45,0,0,,"주문력 +5",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
210,0,3,0,0x0,0,0,0,0,0,0,9396,0,0,,"주문력 +6",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
211,0,5,0,0x0,7,0,0,7,0,0,45,0,0,,"주문력 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
212,0,5,0,0x0,8,0,0,8,0,0,45,0,0,,"주문력 +8",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
213,0,3,0,0x0,0,0,0,0,0,0,7683,0,0,,"화염 주문 공격력 +1",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
214,0,3,0,0x0,0,0,0,0,0,0,7684,0,0,,"화염 주문 공격력 +3",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
215,0,3,0,0x0,0,0,0,0,0,0,7685,0,0,,"화염 주문 공격력 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
216,0,3,0,0x0,0,0,0,0,0,0,7686,0,0,,"화염 주문 공격력 +6",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
217,0,3,0,0x0,0,0,0,0,0,0,7687,0,0,,"화염 주문 공격력 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
218,0,3,0,0x0,0,0,0,0,0,0,7688,0,0,,"화염 주문 공격력 +9",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
219,0,3,0,0x0,0,0,0,0,0,0,7689,0,0,,"화염 주문 공격력 +10",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
220,0,3,0,0x0,0,0,0,0,0,0,7690,0,0,,"자연 주문 공격력 +1",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
221,0,3,0,0x0,0,0,0,0,0,0,7691,0,0,,"자연 주문 공격력 +3",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
222,0,3,0,0x0,0,0,0,0,0,0,7692,0,0,,"자연 주문 공격력 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
223,0,3,0,0x0,0,0,0,0,0,0,7693,0,0,,"자연 주문 공격력 +6",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
224,0,3,0,0x0,0,0,0,0,0,0,7694,0,0,,"자연 주문 공격력 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
225,0,3,0,0x0,0,0,0,0,0,0,7695,0,0,,"자연 주문 공격력 +9",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
226,0,3,0,0x0,0,0,0,0,0,0,7696,0,0,,"자연 주문 공격력 +10",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
227,0,3,0,0x0,0,0,0,0,0,0,7697,0,0,,"냉기 주문 공격력 +1",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
228,0,3,0,0x0,0,0,0,0,0,0,7698,0,0,,"냉기 주문 공격력 +3",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
229,0,3,0,0x0,0,0,0,0,0,0,7699,0,0,,"냉기 주문 공격력 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
230,0,3,0,0x0,0,0,0,0,0,0,7700,0,0,,"냉기 주문 공격력 +6",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
231,0,3,0,0x0,0,0,0,0,0,0,7701,0,0,,"냉기 주문 공격력 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
232,0,3,0,0x0,0,0,0,0,0,0,7702,0,0,,"냉기 주문 공격력 +9",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
233,0,3,0,0x0,0,0,0,0,0,0,7703,0,0,,"냉기 주문 공격력 +10",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
234,0,3,0,0x0,0,0,0,0,0,0,7704,0,0,,"암흑 주문 공격력 +1",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
235,0,3,0,0x0,0,0,0,0,0,0,7705,0,0,,"암흑 주문 공격력 +3",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
236,0,3,0,0x0,0,0,0,0,0,0,7706,0,0,,"암흑 주문 공격력 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
237,0,3,0,0x0,0,0,0,0,0,0,7707,0,0,,"암흑 주문 공격력 +6",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
238,0,3,0,0x0,0,0,0,0,0,0,7708,0,0,,"암흑 주문 공격력 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
239,0,3,0,0x0,0,0,0,0,0,0,7710,0,0,,"암흑 주문 공격력 +9",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
240,0,3,0,0x0,0,0,0,0,0,0,7709,0,0,,"암흑 주문 공격력 +10",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
241,0,2,0,0x0,2,0,0,2,0,0,0,0,0,,"무기 공격력 +2",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
242,0,5,0,0x0,15,0,0,15,0,0,1,0,0,,"생명력 +15",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
243,0,5,0,0x0,1,0,0,1,0,0,6,0,0,,"정신력 +1",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
244,0,5,0,0x0,4,0,0,4,0,0,5,0,0,,"지능 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
245,0,4,0,0x0,5,0,0,5,0,0,0,0,0,,"방어도 +5",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
246,0,5,0,0x0,20,0,0,20,0,0,0,0,0,,"마나 +20",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
247,0,5,0,0x0,1,0,0,1,0,0,3,0,0,,"민첩성 +1",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
248,0,5,0,0x0,1,0,0,1,0,0,4,0,0,,"힘 +1",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
249,0,3,0,0x0,0,0,0,0,0,0,7784,0,0,,"야수 사냥 +2",,,,,,,,,,,,,,,0xFF01FE,31,0,0,0,0,0,0,
250,0,2,0,0x0,1,0,0,1,0,0,0,0,0,,"무기 공격력 +1",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
251,0,5,0,0x0,1,0,0,1,0,0,5,0,0,,"지능 +1",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
252,0,5,0,0x0,6,0,0,6,0,0,6,0,0,,"정신력 +6",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
253,0,3,0,0x0,0,0,0,0,0,0,7849,0,0,,"피해 흡수 (50)",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
254,0,5,0,0x0,25,0,0,25,0,0,1,0,0,,"생명력 +25",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
255,0,5,0,0x0,3,0,0,3,0,0,6,0,0,,"정신력 +3",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
256,0,4,0,0x0,5,0,0,5,0,0,2,0,0,,"화염 저항력 +5",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
257,0,4,0,0x0,10,0,0,10,0,0,0,0,0,,"방어도 +10",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
263,0,3,0,0x0,0,0,0,0,0,0,8082,0,0,,"미끼 (낚시 숙련도 +25)",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
264,0,3,0,0x0,0,0,0,0,0,0,8083,0,0,,"미끼 (낚시 숙련도 +50)",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
265,0,3,0,0x0,0,0,0,0,0,0,8084,0,0,,"미끼 (낚시 숙련도 +75)",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
266,0,3,0,0x0,0,0,0,0,0,0,8085,0,0,,"미끼 (낚시 숙련도 +100)",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
283,0,3,0,0x0,20,0,0,20,0,0,33757,0,0,,"질풍의 무기 1",,,,,,,,,,,,,,,0xFF01FE,81,9,0,0,0,0,0,
284,0,3,0,0x0,20,0,0,20,0,0,33757,0,0,,"질풍의 무기 2",,,,,,,,,,,,,,,0xFF01FE,81,9,0,0,0,0,0,
285,0,1,0,0x0,100,0,0,100,0,0,8248,0,0,,"불꽃의 토템 2",,,,,,,,,,,,,,,0xFF01FE,32,7,0,0,0,0,0,
286,0,3,0,0x0,0,0,0,0,0,0,7711,0,0,,"무기 화염 피해 +2",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
287,0,3,0,0x0,0,0,0,0,0,0,7721,0,0,,"무기 화염 피해 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
288,0,3,0,0x0,0,0,0,0,0,0,7722,0,0,,"무기 화염 피해 +6",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
289,0,3,0,0x0,0,0,0,0,0,0,7723,0,0,,"무기 화염 피해 +8",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
290,0,3,0,0x0,0,0,0,0,0,0,7724,0,0,,"무기 화염 피해 +10",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
291,0,3,0,0x0,0,0,0,0,0,0,7725,0,0,,"무기 화염 피해 +12",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
292,0,3,0,0x0,0,0,0,0,0,0,7726,0,0,,"무기 화염 피해 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
303,0,0,0,0x0,0,0,0,0,0,0,0,0,0,,"불의 보주",,,,,,,,,,,,,,,0xFF01FE,32,3,0,0,0,0,0,
323,0,1,0,0x0,100,0,0,100,0,0,8680,0,0,,"순간 효과 독",,,,,,,,,,,,,,,0xFF01FE,26,9,0,0,0,0,0,
324,0,1,0,0x0,100,0,0,100,0,0,8685,0,0,,"순간 효과 독 II",,,,,,,,,,,,,,,0xFF01FE,26,9,0,0,0,0,0,
325,0,1,0,0x0,100,0,0,100,0,0,8689,0,0,,"순간 효과 독 III",,,,,,,,,,,,,,,0xFF01FE,26,9,0,0,0,0,0,
343,0,5,0,0x0,8,0,0,8,0,0,3,0,0,,"민첩성 +8",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
344,0,4,0,0x0,32,0,0,32,0,0,0,0,0,,"방어도 +32",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
345,0,4,0,0x0,40,0,0,40,0,0,0,0,0,,"방어도 +40",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
346,0,4,0,0x0,36,0,0,36,0,0,0,0,0,,"방어도 +36",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
347,0,4,0,0x0,44,0,0,44,0,0,0,0,0,,"방어도 +44",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
348,0,4,0,0x0,48,0,0,48,0,0,0,0,0,,"방어도 +48",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
349,0,5,0,0x0,9,0,0,9,0,0,3,0,0,,"민첩성 +9",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
350,0,5,0,0x0,8,0,0,8,0,0,5,0,0,,"지능 +8",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
351,0,5,0,0x0,8,0,0,8,0,0,6,0,0,,"정신력 +8",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
352,0,5,0,0x0,8,0,0,8,0,0,4,0,0,,"힘 +8",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
353,0,5,0,0x0,8,0,0,8,0,0,7,0,0,,"체력 +8",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
354,0,5,0,0x0,9,0,0,9,0,0,5,0,0,,"지능 +9",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
355,0,5,0,0x0,9,0,0,9,0,0,6,0,0,,"정신력 +9",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
356,0,5,0,0x0,9,0,0,9,0,0,7,0,0,,"체력 +9",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
357,0,5,0,0x0,9,0,0,9,0,0,4,0,0,,"힘 +9",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
358,0,5,0,0x0,10,0,0,10,0,0,3,0,0,,"민첩성 +10",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
359,0,5,0,0x0,10,0,0,10,0,0,5,0,0,,"지능 +10",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
360,0,5,0,0x0,10,0,0,10,0,0,6,0,0,,"정신력 +10",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
361,0,5,0,0x0,10,0,0,10,0,0,7,0,0,,"체력 +10",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
362,0,5,0,0x0,10,0,0,10,0,0,4,0,0,,"힘 +10",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
363,0,5,0,0x0,11,0,0,11,0,0,3,0,0,,"민첩성 +11",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
364,0,5,0,0x0,11,0,0,11,0,0,5,0,0,,"지능 +11",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
365,0,5,0,0x0,11,0,0,11,0,0,6,0,0,,"정신력 +11",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
366,0,5,0,0x0,11,0,0,11,0,0,7,0,0,,"체력 +11",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
367,0,5,0,0x0,11,0,0,11,0,0,4,0,0,,"힘 +11",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
368,0,5,0,0x0,12,0,0,12,0,0,3,0,0,,"민첩성 +12",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
369,0,5,0,0x0,12,0,0,12,0,0,5,0,0,,"지능 +12",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
370,0,5,0,0x0,12,0,0,12,0,0,6,0,0,,"정신력 +12",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
371,0,5,0,0x0,12,0,0,12,0,0,7,0,0,,"체력 +12",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
372,0,5,0,0x0,12,0,0,12,0,0,4,0,0,,"힘 +12",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
383,0,4,0,0x0,52,0,0,52,0,0,0,0,0,,"방어도 +52",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
384,0,4,0,0x0,56,0,0,56,0,0,0,0,0,,"방어도 +56",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
385,0,4,0,0x0,60,0,0,60,0,0,0,0,0,,"방어도 +60",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
386,0,4,0,0x0,16,0,0,16,0,0,0,0,0,,"방어도 +16",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
387,0,4,0,0x0,17,0,0,17,0,0,0,0,0,,"방어도 +17",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
388,0,4,0,0x0,18,0,0,18,0,0,0,0,0,,"방어도 +18",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
389,0,4,0,0x0,19,0,0,19,0,0,0,0,0,,"방어도 +19",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
403,0,5,0,0x0,13,0,0,13,0,0,3,0,0,,"민첩성 +13",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
404,0,5,0,0x0,14,0,0,14,0,0,3,0,0,,"민첩성 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
405,0,5,0,0x0,13,0,0,13,0,0,5,0,0,,"지능 +13",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
406,0,5,0,0x0,14,0,0,14,0,0,5,0,0,,"지능 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
407,0,5,0,0x0,13,0,0,13,0,0,6,0,0,,"정신력 +13",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
408,0,5,0,0x0,14,0,0,14,0,0,6,0,0,,"정신력 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
409,0,5,0,0x0,13,0,0,13,0,0,7,0,0,,"체력 +13",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
410,0,5,0,0x0,13,0,0,13,0,0,4,0,0,,"힘 +13",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
411,0,5,0,0x0,14,0,0,14,0,0,7,0,0,,"체력 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
412,0,5,0,0x0,14,0,0,14,0,0,4,0,0,,"힘 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
423,0,5,0,0x0,1,0,0,1,0,0,45,0,0,,"주문력 +1",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
424,0,5,0,0x0,2,0,0,2,0,0,45,0,0,,"주문력 +2",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
425,0,0,0,0x0,0,0,0,0,0,0,9394,0,0,,"검은 사원 허수아비",,,,,,,,,,,,,,,0xFF01FE,139,0,0,0,0,0,0,
426,0,5,0,0x0,5,0,0,5,0,0,45,0,0,,"주문력 +5",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
427,0,3,0,0x0,0,0,0,0,0,0,9396,0,0,,"주문력 +6",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
428,0,5,0,0x0,7,0,0,7,0,0,45,0,0,,"주문력 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
429,0,5,0,0x0,8,0,0,8,0,0,45,0,0,,"주문력 +8",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
430,0,5,0,0x0,9,0,0,9,0,0,45,0,0,,"주문력 +9",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
431,0,5,0,0x0,11,0,0,11,0,0,45,0,0,,"주문력 +11",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
432,0,5,0,0x0,12,0,0,12,0,0,45,0,0,,"주문력 +12",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
433,0,3,0,0x0,0,0,0,0,0,0,9399,0,0,,"화염 주문 공격력 +11",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
434,0,3,0,0x0,0,0,0,0,0,0,9400,0,0,,"화염 주문 공격력 +13",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
435,0,3,0,0x0,0,0,0,0,0,0,9401,0,0,,"화염 주문 공격력 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
436,0,5,0,0x0,70,0,0,70,0,0,32,0,0,,"치명타 및 주문 극대화 적중도 +70",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
437,0,3,0,0x0,0,0,0,0,0,0,9402,0,0,,"냉기 주문 공격력 +11",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
438,0,3,0,0x0,0,0,0,0,0,0,9403,0,0,,"냉기 주문 공격력 +13",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
439,0,3,0,0x0,0,0,0,0,0,0,9404,0,0,,"냉기 주문 공격력 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
440,0,5,0,0x0,9,0,0,9,0,0,45,0,0,,"주문력 +9",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
441,0,5,0,0x0,11,0,0,11,0,0,45,0,0,,"주문력 +11",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
442,0,5,0,0x0,12,0,0,12,0,0,45,0,0,,"주문력 +12",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
443,0,3,0,0x0,0,0,0,0,0,0,9409,0,0,,"자연 주문 공격력 +11",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
444,0,3,0,0x0,0,0,0,0,0,0,9410,0,0,,"자연 주문 공격력 +13",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
445,0,3,0,0x0,0,0,0,0,0,0,9411,0,0,,"자연 주문 공격력 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
446,0,3,0,0x0,0,0,0,0,0,0,9412,0,0,,"암흑 주문 공격력 +11",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
447,0,3,0,0x0,0,0,0,0,0,0,9413,0,0,,"암흑 주문 공격력 +13",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
448,0,3,0,0x0,0,0,0,0,0,0,9414,0,0,,"암흑 주문 공격력 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
463,0,3,0,0x0,0,0,0,0,0,0,9782,0,0,,"미스릴 스파이크 (16-20)",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
464,0,3,0,0x0,0,0,0,0,0,0,7215,0,0,,"탈것 속도 +4%",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
483,0,2,0,0x0,6,0,0,6,0,0,0,0,0,,"무기 연마 (공격력 +6)",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
484,0,2,0,0x0,6,0,0,6,0,0,0,0,0,,"무게 증강 (공격력 +6)",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
503,0,6,0,0x0,10,0,0,10,0,0,0,0,0,,"대지의 무기 4",,,,,,,,,,,,,,,0xFF01FE,61,9,0,0,0,0,0,
504,0,2,0,0x0,80,0,0,80,0,0,0,0,0,,"대지의 무기 +80",,,,,,,,,,,,,,,0xFF01FE,61,9,0,0,0,0,0,
523,0,3,0,0x0,100,0,0,100,0,0,15569,0,0,,"불꽃의 무기 4",,,,,,,,,,,,,,,0xFF01FE,32,9,0,0,0,0,0,
524,0,1,0,0x0,0,0,0,0,0,0,10458,0,0,,"냉기의 무기 3",,,,,,,,,,,,,,,0xFF01FE,33,9,0,0,0,0,0,
525,0,3,0,0x0,20,0,0,20,0,0,33757,0,0,,"질풍의 무기 3",,,,,,,,,,,,,,,0xFF01FE,81,9,0,0,0,0,0,
543,0,1,0,0x0,100,0,0,100,0,0,10523,0,0,,"불꽃의 토템 3",,,,,,,,,,,,,,,0xFF01FE,32,7,0,0,0,0,0,
563,0,1,0,0x0,20,0,0,20,0,0,10608,0,0,,"질풍의 토템 2",,,,,,,,,,,,,,,0xFF01FE,81,7,0,0,0,0,0,
564,0,1,0,0x0,20,0,0,20,0,0,10610,0,0,,"질풍의 토템 3",,,,,,,,,,,,,,,0xFF01FE,81,7,0,0,0,0,0,
583,0,5,5,0x0,1,1,0,1,1,0,3,6,0,,"민첩성 +1 / 정신력 +1",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
584,0,5,5,0x0,1,1,0,1,1,0,3,5,0,,"민첩성 +1 / 지능 +1",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
585,0,5,5,0x0,1,1,0,1,1,0,3,7,0,,"민첩성 +1 / 체력 +1",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
